Rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,rev_Range,mou_Range,totmrc_Range,da_Range,ovrmou_Range,ovrrev_Range,vceovr_Range,datovr_Range,roam_Range,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,drop_vce_Range,drop_dat_Range,blck_vce_Range,blck_dat_Range,unan_vce_Range,unan_dat_Range,plcd_vce_Range,plcd_dat_Range,recv_vce_Range,recv_sms_Range,comp_vce_Range,comp_dat_Range,custcare_Range,ccrndmou_Range,cc_mou_Range,inonemin_Range,threeway_Range,mou_cvce_Range,mou_cdat_Range,mou_rvce_Range,owylis_vce_Range,mouowylisv_Range,iwylis_vce_Range,mouiwylisv_Range,peak_vce_Range,peak_dat_Range,mou_peav_Range,mou_pead_Range,opk_vce_Range,opk_dat_Range,mou_opkv_Range,mou_opkd_Range,drop_blk_Range,attempt_Range,complete_Range,callfwdv_Range,callwait_Range,churn,months,uniqsubs,actvsubs,crtcount,rmcalls,rmmou,rmrev,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,REF_QTY,tot_ret,tot_acpt,hnd_price,pre_hnd_price,phones,models,hnd_webcap,truck,mtrcycle,rv,occu1,ownrent,lor,dwlltype,marital,mailordr,age1,age2,wrkwoman,mailresp,children,adults,infobase,income,numbcars,cartype,HHstatin,mailflag,solflag,dwllsize,forgntvl,educ1,proptype,pcowner,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,car_buy,retdays,eqpdays,Customer_ID
30,17.5,30,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,-12.5,0,0,0,0,0,5.666666667,0,23,0,4.666666667,0,17.33333333,0,0,0,0,3.333333333,0,17.72333333,0,3.793333333,0,0,0,0,17.33333333,0,17.40333333,0,3.333333333,0,4.113333333,0,0,23,17.33333333,0,0,0,0,0,0,4,0,18,0,4,0,14,0,0,0,0,2,0,10.34,0,5.69,0,0,0,0,17,0,10.91,0,2,0,5.12,0,0,18,14,0,0,1,55,1,1,999,999,999,999,1051,1806,1710.13,1660.78,1785,1036,30.76,33.06,19.19,22,13,30,30,18,31,999,999,999,29.98999023,999,1,1,NA,0,0,0,NA,O,15,S,M,NA,72,76,NA,NA,Y,6,M,7,2,NA,B,NA,NA,A,0,999,A,NA,N,U,U,U,Y,U,Y,UNKNOWN,999,1669,1000161
108.7225,1228.5,107.98,0.7425,0,0,0,0,0,1.98,73,0,1.98,0,0,0,0,0,-12.5,-0.7425,0.666666667,0,18,0,26,0,232.3333333,0,134,0,187.6666667,0,0.333333333,2.666666667,2.556666667,50.33333333,0,340.64,0,480.2466667,68.33333333,94.63333333,34,105.3666667,190.6666667,0,416.79,0,131,0,404.0933333,0,18.66666667,232.3333333,187.6666667,0,6.666666667,1,0,12,0,3,0,25,0,45,0,17,0,1,8,7.67,5,0,153.69,0,160.3,17,12.5,24,122.92,16,0,97.32,0,12,0,103.94,0,11,25,17,0,4,0,55,1,1,999,999,999,999,26839,73420.04,5754.55,5640.61,72781.04,26586,108.47,1399.64,511.27,1233,420,109,1432,471,111,999,999,999,149.9899902,149.9899902,11,6,WCMB,0,0,0,NA,O,15,S,M,B,38,34,NA,R,Y,6,M,4,2,F,NA,NA,NA,A,0,999,A,NA,H,Y,U,U,U,U,Y,New,999,226,1000162
43.0025,217.5,29.99,2.475,78.5,27.475,27.475,0,0.2925,29.11,153,0,5.94,145,50.75,50.75,0,0.78,-0.5,16.6375,0.666666667,0,1.666666667,0,29,0,84.66666667,0,5.666666667,0,53.33333333,0,0,0,0,2.333333333,0,140.0966667,0,10.92,3.333333333,1.956666667,0,0,50.33333333,0,129.8066667,0,8.666666667,0,21.21,0,2.333333333,84.66666667,53.33333333,0,0,1,0,5,0,8,0,36,0,4,0,30,0,0,0,0,2,0,67.21,0,13.68,7,3.75,0,0,17,0,29.33,0,17,0,37.22,0,6,36,30,0,0,1,49,1,1,999,1,1,0.39,10370,39548.23,4082.29,4015.87,38844.23,10148,83.66,809.25,211.42,218,70,38,202,69,45,999,999,999,29.98999023,29.98999023,2,2,WC,0,0,0,NA,O,7,S,M,B,38,36,NA,R,Y,4,M,9,999,NA,C,NA,NA,A,0,999,NA,Y,G,U,U,U,Y,U,Y,New,999,805,1000163
32.27,112.5,31.98,0,0,0,0,0,0,0.58,80,0,0,0,0,0,0,0,-2.5,-0.29,1.666666667,0,0,0,13.33333333,0,47.66666667,0,18.66666667,3.333333333,33.66666667,0,0,0,0,10.66666667,0,44.67,0,17.12,6,4.143333333,0,0,40,0,53.95666667,0,7,0,7.833333333,0,1.666666667,47.66666667,33.66666667,0,0.333333333,2,0,0,0,16,0,33,0,13,6,16,0,0,0,0,7,0,23.77,0,13.88,14,10.5,0,0,23,0,24.92,0,2,0,2.05,0,2,33,16,0,1,0,49,1,1,1,999,999,999,2793,4907,1400.34,1355.27,4837,2746,29.46,105.15,59.7,113,59,33,113,58,33,999,999,999,149.9899902,29.98999023,2,2,WCMB,1,0,1,NA,O,7,S,M,B,42,0,NA,R,Y,2,M,4,1,D,C,NA,NA,A,0,999,NA,Y,H,U,U,U,Y,U,N,New,999,517,1000164
75.875,1060.75,75,0,0,0,0,0,0,3.5,226,0,0,0,0,0,0,0,100.25,-0.875,36.33333333,0,19.33333333,0,46.66666667,0,298,0,28.66666667,0,196.3333333,0,0,0,0,13,0,567.85,0,64.48333333,18,11.93,6,7.67,179.3333333,0,492.7233333,0,45,0,139.61,0,55.66666667,298,196.3333333,0,3.666666667,29,0,30,0,34,0,155,0,10,0,61,0,0,0,0,0,0,198.59,0,37.93,4,4.46,11,17.57,58,0,242.11,0,12,0,80.65,0,59,155,61,0,4,1,51,1,1,999,999,999,999,20057,62951.03333,4040.71,3924.43,62414.03,19971,78.49,1248.28,399.42,1027,298,76,1121,347,77,999,999,999,149.9899902,29.98999023,6,5,WCMB,1,0,1,NA,O,2,S,A,NA,32,32,NA,NA,Y,2,M,9,2,B,I,NA,NA,A,0,999,A,Y,G,Y,Y,U,U,U,Y,New,999,206,1000165
30.2375,268.5,39.99,0.2475,0,0,0,0,0,0.99,157,0,0.99,0,0,0,0,0,62.5,-0.2475,1.333333333,0,0.333333333,0,6,0,70,0,16,0,62.33333333,0,8.333333333,15,9.476666667,6,0,132.5866667,0,76.01666667,7.333333333,13.01333333,0.666666667,1.156666667,51.66666667,0,134.1666667,0,26.66666667,0,74.43666667,0,1.666666667,70,62.33333333,0,0,2,0,1,0,2,0,52,0,13,0,52,0,6,12,7.5,4,0,109.6,0,54.86,2,7.72,1,2.7,62,0,60.64,0,14,0,58.01,0,3,52,52,0,0,1,53,1,1,999,999,999,999,4638,14626.01667,2731.38,2622.27,14572.02,4610,50.43,280.23,88.65,248,78,30,285,86,30,999,999,999,79.98999023,29.98999023,6,4,WCMB,1,0,0,4,O,15,S,S,B,50,54,NA,R,N,4,M,3,1,D,C,NA,NA,A,0,1,A,NA,N,U,U,U,U,U,Y,New,999,485,1000166
41.7925,146.75,43.865,0,8.5,3.145,3.145,0,0,6.99,156,25.5,0,23,8.51,8.51,0,0,-81.75,1.4475,0.333333333,0,0.333333333,0,4.333333333,0.333333333,34.33333333,0.333333333,11,0,29.33333333,0,0.333333333,0.666666667,0.5,2,0,75.58666667,0,49.78666667,5,3.226666667,0.333333333,0.456666667,16.33333333,0,36.27,0,24,0,89.10333333,0,0.666666667,34.66666667,29.33333333,0,0,1,0,1,0,2,1,21,1,8,0,23,0,1,2,1.5,2,0,76.32,0,77.12,9,5.94,1,1.37,12,0,52.15,0,26,0,91.89,0,1,21,23,0,0,0,51,1,1,999,999,999,999,581,1742,1155.14,1119.4,1727,575,28.7,44.28,14.74,174,50,41,131,37,40,999,999,999,149.9899902,99.98999023,3,3,WCMB,0,0,0,NA,O,14,S,A,B,54,52,NA,R,NA,2,M,6,2,NA,I,NA,NA,A,0,999,A,NA,N,U,U,U,U,U,Y,UNKNOWN,999,185,1000167
90.2975,1488.75,75,4.2075,58.25,5.825,5.825,0,2.34,33.08,1055,0,6.93,147,14.7,14.7,0,7.02,317.25,18.6725,17.33333333,0,7,0,49,0,336,0,61.33333333,0,267.3333333,0,0,0,0,19,0,706.2466667,0,195.43,59,67.82,10,31.91333333,188.3333333,0,555.2866667,0,135.6666667,0,346.3933333,0,24.33333333,336,267.3333333,0,19,10,0,2,0,24,0,139,0,33,0,105,0,0,0,0,13,0,524.91,0,128.16,24,56.3,6,37.11,109,0,440.56,0,67,0,212.5,0,11,139,105,0,11,1,51,1,1,999,2,3,1.17,20235,71967.37,4552.73,4434.18,71720.37,20173,88.68,1434.41,403.46,1383,425,84,1491,435,97,999,999,999,59.98999023,29.98999023,4,3,WCMB,0,0,0,NA,O,6,S,B,NA,44,0,NA,NA,NA,1,M,6,1,NA,C,NA,NA,A,0,999,NA,NA,U,U,U,U,U,U,Y,New,999,734,1000168
43.715,244.75,29.99,0,30,13.5,13.5,0,0,34.05,123,0,0,75,33.75,33.75,0,0,53.25,6.975,3,0,0,0,19.33333333,0,79,0,51.33333333,0,58.33333333,0,0,0,0,29.33333333,0,88.12,0,72.16,27.33333333,32.31,10.33333333,9.33,55.33333333,0,97.84666667,0,44.33333333,0,62.43333333,0,3,79,58.33333333,0,0,2,0,0,0,21,0,33,0,23,0,34,0,0,0,0,4,0,72.99,0,81.34,20,16.5,5,2.5,10,0,33.07,0,22,0,38.21,0,2,33,34,0,0,0,51,1,1,999,999,999,999,3834,5880,1591.14,1550.8,5829,3811,31.02,116.58,76.22,227,125,41,210,122,36,999,999,999,149.9899902,149.9899902,5,2,WCMB,0,0,0,NA,O,9,M,S,NA,38,0,NA,NA,NA,1,M,3,2,F,C,NA,NA,B,0,999,NA,NA,H,U,U,U,U,U,Y,UNKNOWN,999,180,1000169
65.9425,572.25,58.78,0,44.75,15.6875,15.6875,0,1.475,34.51,174,5.16,0,114,39.9,39.9,0,3.84,-119.25,-15.5625,5.333333333,0,0.333333333,0,29,0,95,0,138.3333333,0,64.33333333,0,0.333333333,0.333333333,0.056666667,52.66666667,0,162.2633333,0,293.4633333,1.333333333,1.646666667,3.666666667,13.79666667,118.3333333,0,217.35,0,71.33333333,0,238.3766667,0,5.666666667,95,64.33333333,0,2,4,0,1,0,10,0,6,0,50,0,19,0,1,1,0.17,38,0,128.32,0,108.86,3,4.89,5,11.86,54,0,110.99,0,17,0,77.37,0,5,6,19,0,5,0,51,1,1,1,3,5,1.67,7236,14547,1795.65,1795.65,14541,7232,35.91,290.82,144.64,612,200,71,561,188,57,999,999,999,149.9899902,79.98999023,4,4,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,U,U,U,U,U,U,N,UNKNOWN,999,275,1000170
32.4975,295,29.9975,0,7,2.5,2.5,0,0,8.94,83,0.01,0,25,8.95,8.95,0,0,41,6.4425,8.666666667,0,0,0,18.33333333,0,120,0,35.66666667,0,95.33333333,0,3,3,1.79,26.33333333,0,155.2966667,0,20.75333333,26.66666667,22.70333333,1.333333333,3,66.33333333,0,117.5433333,0,46.66666667,0,58.50666667,0,8.666666667,120,95.33333333,0,0,2,0,0,0,7,0,41,0,6,0,39,0,4,4,2.31,3,0,28.18,0,6.42,19,5.84,3,6.58,32,0,54.11,0,17,0,40.53,0,2,41,39,0,0,0,53,1,1,999,999,999,999,2420,5756.02,1452.06,1233.71,5754.02,2419,25.7,119.88,50.4,281,123,30,275,121,37,999,999,999,129.9899902,29.98999023,5,4,WCMB,1,0,1,NA,O,5,S,A,NA,44,48,NA,NA,NA,3,M,4,2,C,NA,NA,NA,A,0,999,A,NA,H,U,U,U,U,U,Y,New,999,181,1000171
61.5,796.25,50,0,109.75,10.975,10.975,0,0,28.5,495,0,0,294,29.4,29.4,0,0,-47.25,-2.9,2.333333333,0,3.666666667,0,45.33333333,0,294.3333333,0,217,0,244.3333333,0,0,0,0,125.3333333,0,226.8033333,0,282.2833333,72.66666667,42.05333333,18.66666667,22.21,385.3333333,0,437.3233333,0,74.66666667,0,71.76666667,0,6,294.3333333,244.3333333,0,2.666666667,4,0,4,0,20,0,82,0,69,0,59,0,0,0,0,51,0,100.38,0,98.01,13,11.83,6,25.65,119,0,182.09,0,17,0,32.61,0,5,82,59,0,6,0,49,2,2,999,999,999,999,15674,22650,2624.01,2562.72,22626,15658,53.39,471.38,326.21,812,569,62,593,416,57,999,999,999,29.98999023,29.98999023,4,3,WC,1,0,1,NA,O,13,S,M,NA,48,52,NA,NA,Y,3,M,7,2,B,C,NA,NA,A,0,999,NA,NA,G,U,U,U,Y,Y,Y,New,999,769,1000172
52.505,481,29.99,0,128.5,19.275,19.275,0,2.7275,55.45,540,0,0,337,50.55,50.55,0,6.01,-84,-5.215,6.666666667,0,2.333333333,0,99.66666667,0,317,0,34.66666667,0,210.3333333,0,0,0,0,16.33333333,0.333333333,222.6,0,76.03333333,22.33333333,10.69,1,0.803333333,160.6666667,0,221.2266667,0,74.66666667,0,77.40666667,0,9,317,210.3333333,0,1,6,0,5,0,24,0,232,0,19,0,198,0,0,0,0,8,1,85.72,0,46.7,6,3.49,2,1.48,129,0,89.85,0,77,0,42.57,0,11,232,198,0,3,1,51,2,1,999,1,1,0.39,12670,25588.10667,2741.67,2503.64,25371.11,12551,50.07,507.42,251.02,509,274,54,506,274,55,999,999,999,149.9899902,29.98999023,5,5,WCMB,0,0,0,NA,O,5,S,M,B,28,50,NA,R,NA,3,M,7,2,NA,C,NA,NA,A,0,999,A,NA,R,U,U,U,U,U,Y,New,999,249,1000173
63.4075,1181,10,4.2075,120.5,48.2,48.2,0,0,89.39,245,0,1.98,191,76.4,76.4,0,0,156,45.5425,3,0,4.333333333,0,58,0,383,0,88,0,318.6666667,0,4.333333333,8.666666667,4.95,32.33333333,0.666666667,584.4166667,0,223.7066667,164,220.2233333,54.66666667,141.01,319.3333333,0,650.4633333,0,86.33333333,0,157.66,0,7.333333333,383,318.6666667,0,8,6,0,1,0,18,0,12,0,28,0,20,0,10,16,6.63,1,2,109.01,0,147.93,23,98.92,31,135.29,75,0,291.99,0,57,0,120.51,0,6,12,20,0,9,1,51,2,2,2,999,999,999,16223,42351.05,3319.79,3226.62,42036.05,16074,67.22,875.75,334.88,1129,453,49,1064,446,64,999,999,999,129.9899902,9.989997864,5,5,WCMB,0,0,0,NA,O,4,S,A,B,50,40,NA,R,Y,5,M,8,2,E,I,NA,NA,A,0,999,NA,NA,N,U,Y,U,U,U,Y,New,999,143,1000174
17.3525,1.25,16.95,0.2475,0,0,0,0,0,1.3,5,0,0.99,0,0,0,0,0,-1.25,-0.4025,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.333333333,0,0.04,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.12,0,0,0,0,0,0,1,0,0.12,0,0,0,0,0,0,1,1,0,0,0,49,1,1,999,999,999,999,478,831,753.75,732.67,811,460,16.28,18.02,10.22,2,1,17,1,1,17,999,999,999,29.98999023,999,1,1,NA,1,0,1,1,O,15,S,M,B,64,66,NA,R,N,4,M,6,1,B,I,NA,NA,A,0,2,A,Y,N,U,U,U,U,U,Y,New,999,1497,1000175
109.465,2297.75,84.99,4.95,231.75,23.175,23.175,0,0,51.27,769,0,5.94,507,50.7,50.7,0,0,-129.75,-15.075,16.66666667,0,9.666666667,0,56.66666667,0,411.6666667,0,183.3333333,0,334.3333333,0,0.333333333,2,1.76,55,0,1092.77,0,581.5633333,28.66666667,52.63,17.66666667,32.21,391,0,1300.716667,0,120.6666667,0,373.6166667,0,26.33333333,411.6666667,334.3333333,0,18.66666667,4,0,12,0,27,0,135,0,30,0,108,0,1,6,5.28,22,0,72.71,0,52.31,11,19.9,4,12.03,93,0,76.59,0,66,0,48.43,0,16,135,108,0,4,0,53,2,1,1,999,999,999,28062,91200.08667,5170.45,5035.45,90046.09,27705,100.71,1800.92,554.1,2341,713,114,2019,653,106,999,999,999,149.9899902,29.98999023,6,5,WCMB,1,0,1,NA,O,8,M,A,NA,38,42,NA,NA,NA,6,M,6,1,B,C,NA,NA,A,0,999,NA,NA,N,U,U,U,U,U,Y,New,999,153,1000176
79.39,848,69.99,0,63.5,25.4,25.4,0,0,56.8,302,0,0,142,56.8,56.8,0,0,-80,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,2,999,999,999,999,6889,16377,3106.82,3009.13,16210,6794,57.87,311.73,130.65,875,239,78,752,237,69,999,999,999,149.9899902,9.989997864,6,4,WCMB,0,0,0,NA,O,5,M,S,NA,42,0,NA,NA,NA,1,M,6,999,NA,C,NA,NA,NA,0,999,NA,NA,N,U,U,U,U,U,Y,New,999,422,1000177
90.8975,1710,75,0.2475,156.5,15.65,15.65,0,0,42.4,1602,0,0.99,424,42.4,42.4,0,0,-922,-15.8975,7.333333333,0,19.66666667,0,72,0,567,0,402.3333333,0,472.3333333,0,2,13,12.15666667,203.3333333,0,749.53,0,591.8133333,38.66666667,37.98,69.66666667,104.28,800.3333333,0,1250.37,0,70,0,90.97333333,0,27,567,472.3333333,0,51.66666667,2,0,16,0,3,0,33,0,119,0,14,0,3,36,34.13,59,0,206.73,0,167.42,1,8.85,25,33.96,74,0,115.95,0,57,0,76.64,0,18,33,14,0,10,1,55,3,3,999,999,999,999,56824,98938,5100.74,4766.11,98327,56530,93.45,1927.98,1108.43,2017,1092,96,2071,1139,98,999,999,999,149.9899902,59.98999023,6,6,WCMB,1,0,0,NA,O,15,S,M,B,52,52,NA,R,N,3,M,5,2,E,C,NA,NA,A,1,999,NA,Y,F,U,U,U,U,U,Y,New,999,132,1000178
284.9325,3794.25,75,1.7325,1948.75,194.875,194.875,0,0,96.03,1057,0,1.98,1023,102.3,102.3,0,0,437.75,37.8375,16.33333333,0,27.33333333,0,105,0,1106.666667,0,313,0,962,0,0,0,0,106.6666667,0.333333333,2050.93,0,834.98,26.66666667,35.51666667,11.66666667,31.17333333,1158.666667,0,2633.916667,0,112.3333333,0,251.9933333,0,43.66666667,1106.666667,962,0,65.66666667,15,0,8,0,49,0,474,0,71,0,420,0,0,0,0,16,1,1092.19,0,190.4,12,14.39,9,18.98,445,0,1198.62,0,48,0,87.35,0,10,474,420,0,22,1,51,1,1,999,999,999,999,42111,107547.05,7369.29,7224.29,106972.05,41884,147.43,2183.1,854.78,3648,1442,272,3351,1317,244,999,999,999,99.98999023,149.9899902,8,6,WCMB,1,0,0,NA,O,2,S,M,B,44,44,NA,R,Y,3,M,6,1,B,C,NA,NA,A,0,999,A,NA,N,U,U,U,Y,U,Y,New,999,88,1000179
64.105,135.25,60,0.7425,0,0,0,0,0,1.98,166,0,1.98,0,0,0,0,0,-55.25,-0.405,0.666666667,0,1.333333333,0,12.33333333,0,66.66666667,0,14.33333333,0,52.33333333,0,0,0,0,5.333333333,0,81.78666667,0,23.93,2,0.823333333,0.666666667,1.106666667,50.66666667,0,74.84333333,0,16,0,30.87333333,0,2,66.66666667,52.33333333,0,0,2,0,1,0,11,0,64,0,16,0,52,0,0,0,0,6,0,127.39,0,19.67,0,0.84,2,3.32,48,0,87.09,0,22,0,62.39,0,2,64,52,0,0,1,53,1,1,999,999,999,999,33194,78886.78667,7974.17,7889.71,78697.79,33130,151.73,1513.42,637.12,154,72,64,128,69,65,999,999,999,9.989997864,9.989997864,4,2,NA,0,0,0,NA,O,9,M,A,NA,58,48,NA,R,Y,2,M,6,1,A,C,NA,NA,B,0,999,NA,Y,N,U,U,Y,Y,U,Y,UNKNOWN,999,1044,1000180
103.16,865.5,37.5,0,215.75,21.575,21.575,0,41.31,114.63,172,50,0,323,32.3,32.3,0,107.31,-100.5,-48.16,2.666666667,0,5,0,36.33333333,0,311,0,14.33333333,0,267,0,0,0,0,4,0,440.5266667,0,35.81333333,23.66666667,19.15333333,2.333333333,3.093333333,268,0,458.61,0,13.33333333,0,17.73,0,7.666666667,311,267,0,0.333333333,6,0,3,0,15,0,35,0,2,0,48,0,0,0,0,2,0,174.82,0,15.71,11,24.28,2,6.9,61,0,156.89,0,19,0,36.28,0,9,35,48,0,1,0,49,1,1,999,139,331,113.13,12623,29886.03667,3321.54,3247.35,29669.04,12518,67.65,618.1,260.79,899,376,119,780,324,98,999,999,999,29.98999023,59.98999023,4,3,WCMB,1,0,0,2,O,12,S,M,B,50,52,NA,R,Y,2,M,5,1,B,C,NA,NA,A,0,999,A,NA,G,U,U,U,U,U,Y,New,999,418,1000181
164.14,1410,75,7.6725,0,0,0,0,0.905,127.46,971,0,11.88,0,0,0,0,3.62,-520,-69.67,24,0,25.33333333,0,66.66666667,0,533.6666667,0,63.66666667,0,421.6666667,0,0,0,0,19,0,817.5666667,0,201.6566667,48.66666667,61.97666667,5.333333333,7.183333333,456.3333333,0,974.53,0,25,0,44.69333333,0,49.33333333,533.6666667,421.6666667,0,11,48,0,18,0,19,0,183,0,39,0,130,0,0,0,0,7,0,401.63,0,119.73,28,66.58,3,2.73,150,0,391.08,0,17,0,40.43,0,55,183,130,0,8,1,51,1,1,999,999,999,999,17183,41620.65667,4987.4,4880.2,41396.66,17081,97.6,827.93,341.62,1583,598,187,1227,479,145,999,999,999,79.98999023,9.989997864,3,3,WCMB,1,0,1,3,O,7,S,M,B,54,36,NA,R,N,3,M,7,1,B,C,NA,NA,A,0,999,B,Y,S,U,U,U,U,U,Y,New,999,395,1000182
117.12,489.5,69.99,0,140.5,42.15,42.15,0,0,190.96,794,0,0,441,132.3,132.3,0,0,506.5,133.83,11.33333333,0,4,0,46.66666667,0,176.3333333,0,68,0,115.3333333,0,1,3.333333333,2.73,32.66666667,1.333333333,227.3733333,0,103.5166667,26.66666667,39.17666667,13.33333333,14.37666667,142.3333333,0,225.35,0,31.33333333,0,105.54,0,15.33333333,176.3333333,115.3333333,0,2,9,0,5,0,28,0,86,0,41,0,71,0,3,10,8.19,20,4,379.87,0,68.64,32,52.96,11,9.89,95,0,245.28,0,15,0,203.23,0,8,86,71,0,4,1,51,6,2,999,999,999,999,7864,23412,2558.26,2550.93,23228,7812,52.06,474.04,159.43,321,142,73,279,118,67,999,1,1,59.98999023,29.98999023,3,3,WCMB,1,0,1,NA,O,1,S,U,NA,30,0,NA,NA,NA,2,M,2,999,C,C,NA,NA,B,0,999,A,NA,F,U,U,U,U,U,N,UNKNOWN,216,279,1000183
8.075,34,5,0,32.25,31.7925,31.5,0.2925,0.4875,9,36,0,0,36,36,36,1.17,0.39,5,-2.295,1,0,0,0,2,0,17,0.333333333,32.66666667,0,14,0.333333333,0,0,0,30,0,11.5,0.916666667,7.44,0,0,0,0,17.66666667,0.333333333,12.44333333,0.916666667,7.333333333,0,6.496666667,0,1,17.33333333,14.33333333,0,0,2,0,0,0,4,0,10,1,7,0,9,1,0,0,0,6,0,8.37,2.75,3.22,0,0,0,0,6,1,9.81,2.75,7,0,6.88,0,2,10,9,0,0,1,49,1,1,1,1,1,0.39,15289,32015.03667,3204.4,3079.4,31539.04,15048,68.43,700.87,334.4,32,22,9,36,24,20,999,999,999,99.98999023,9.989997864,4,3,WCMB,0,0,0,NA,O,6,NA,U,NA,40,0,NA,NA,NA,1,M,5,1,NA,C,NA,NA,NA,0,999,NA,NA,U,U,U,U,U,U,Y,UNKNOWN,999,411,1000184
41.2925,71,39.98,0,0,0,0,0,1.3125,3.5,68,0,0,0,0,0,0,3.5,-21,-1.3125,0,0,0,0,5.333333333,0,13.66666667,0,11,0,8.333333333,0,0,0,0,4.666666667,0,8.09,0,17.76,1.333333333,0.94,0,0,16.66666667,0,18.47,0,2.666666667,0,7.38,0,0,13.66666667,8.333333333,0,0,0,0,0,0,7,0,5,0,10,0,2,0,0,0,0,4,0,5.03,0,12.94,1,1.23,0,0,10,0,10.7,0,1,0,9.02,0,0,5,2,0,0,0,53,1,1,999,8,14,13.49,1842,3295,1822.44,1772.44,3147,1763,36.17,64.22,35.98,78,51,41,64,44,41,999,999,999,129.9899902,9.989997864,6,3,WCMB,0,0,0,C,O,7,S,M,B,46,46,NA,R,Y,2,M,6,3,F,C,NA,NA,A,0,999,NA,Y,U,U,U,U,U,Y,Y,New,999,561,1000185
87.3175,937.75,75,10.6425,0,0,0,0,0,12.12,867,0,12.87,0,0,0,0,0,-499.75,-6.0675,1,0,13.66666667,0,32,0,253.6666667,0,91,0,207,0,0.666666667,1,0.826666667,40.33333333,0.333333333,315.83,0,239.02,32.66666667,60.86666667,14.33333333,39.01333333,254.3333333,0,470.3833333,0,43.66666667,0,84.46666667,0,14.66666667,253.6666667,207,0,7.333333333,2,0,5,0,10,0,172,0,81,0,163,0,1,2,1.6,40,1,202.85,0,201.37,11,5.54,19,66.76,209,0,359.86,0,35,0,82.32,0,7,172,163,0,12,1,53,2,2,999,999,999,999,13157,35779.49,3916.11,3795.36,35744.49,13129,92.57,871.82,320.22,1104,495,89,1516,642,106,999,999,999,99.98999023,149.9899902,9,6,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,2,M,999,999,NA,G,NA,NA,NA,0,999,NA,NA,N,U,U,U,U,U,Y,UNKNOWN,999,206,1000186
29.8875,98.5,36.285,0,3,1.1025,0.225,0.8775,0,9.18,85,15.16,0,11,4.02,0.9,3.12,0,35.5,0.1025,0.666666667,0,1,0,6.666666667,0,20.33333333,1,25,0,12.66666667,1,0,0,0,8.666666667,0,19.69333333,2.083333333,54.32333333,3.333333333,2.916666667,6.666666667,14.79333333,21.66666667,0.666666667,48.91,2.076666667,15.33333333,0.333333333,25.10666667,0.006666667,1.666666667,21.33333333,13.66666667,0,0,1,0,2,0,10,0,5,2,22,0,4,2,0,0,0,8,0,6.8,6.23,54.12,4,4.65,15,36.22,10,2,37.54,6.23,10,1,11.36,0.02,3,3,6,0,0,0,51,1,1,999,999,999,999,1577,3059,1297.56,1265.89,2935,1521,26.37,61.15,31.69,87,38,30,68,33,27,999,999,999,129.9899902,29.98999023,3,2,WCMB,1,0,1,4,O,15,S,M,B,60,58,Y,R,N,4,M,7,2,C,I,NA,NA,A,0,1,A,NA,N,U,U,U,U,U,Y,New,999,94,1000187
